,country,variety,price,points
51012,US,Pinot Noir,58.0,92
51014,US,Rosé,42.0,92
51015,US,Grenache,34.0,92
51016,Spain,Tempranillo,50.0,92
51017,US,Cabernet Sauvignon,55.0,92
51018,US,Pinot Noir,34.0,92
51021,US,Pinot Noir,66.0,92
51022,US,Rhône-style Red Blend,44.0,92
51023,US,Pinot Noir,42.0,92
51024,Italy,Red Blend,45.0,92
51025,France,Gewürztraminer,46.0,92
51026,Italy,Red Blend,34.0,92
51027,US,Pinot Noir,48.0,92
51028,Italy,Red Blend,30.0,92
51029,US,Pinot Noir,65.0,92
51030,Italy,Sangiovese,70.0,92
51031,US,Pinot Noir,53.0,92
51032,US,Pinot Noir,35.0,92
51033,US,Pinot Noir,64.0,92
51034,Australia,Cabernet Sauvignon,29.0,92
51035,Italy,Merlot,300.0,92
51036,US,Pinot Noir,50.0,92
51037,France,Riesling,34.0,92
51038,France,Pinot Noir,45.0,92
51039,France,Pinot Noir,70.0,92
51040,France,Sauvignon Blanc,40.0,92
51041,France,Pinot Noir,64.0,92
51042,France,Pinot Noir,70.0,92
51043,France,Pinot Noir,50.0,92
51044,US,Red Blend,58.0,92
51045,US,Pinot Noir,66.0,92
51046,New Zealand,Pinot Noir,75.0,92
51047,US,Gewürztraminer,23.0,92
51048,US,Red Blend,43.0,92
51049,US,Syrah,50.0,92
51051,US,Bordeaux-style Red Blend,60.0,92
51052,US,Bordeaux-style Red Blend,45.0,92
51053,US,Bordeaux-style Red Blend,45.0,92
51054,US,Cabernet Sauvignon,35.0,92
51055,Spain,Tempranillo,40.0,92
51056,France,Gamay,60.0,92
51057,US,Zinfandel,35.0,92
51058,US,Petite Sirah,24.0,91
51059,New Zealand,Sauvignon Blanc,15.0,91
51060,Italy,Red Blend,90.0,91
51061,Italy,Red Blend,60.0,91
51062,US,Malbec,40.0,91
51063,US,Tempranillo,28.0,91
51064,US,Chardonnay,38.0,91
51065,US,Sangiovese,70.0,91
51066,US,Cabernet Sauvignon,42.0,91
51067,US,Cabernet Sauvignon,52.0,91
51068,South Africa,Syrah,44.0,91
51069,US,Pinot Noir,13.0,83
51070,Australia,Chardonnay,20.0,83
51071,US,Syrah,12.0,83
51072,US,Red Blend,36.0,83
51073,US,Zinfandel,32.0,83
51074,Chile,Cabernet Sauvignon,10.0,83
51075,US,Chardonnay,21.0,83
51076,US,Sangiovese,24.0,83
51077,US,Chardonnay,18.0,83
51078,Argentina,Pinot Grigio,13.0,83
51079,Argentina,Syrah,13.0,83
51080,Australia,Chardonnay,15.0,83
51081,Chile,Chardonnay,12.0,83
51082,US,Sauvignon Blanc,15.0,83
51084,US,Merlot,13.0,83
51085,US,Pinot Noir,48.0,83
51086,US,Sauvignon Blanc,15.0,83
51087,US,Cabernet Franc,38.0,83
51089,US,Syrah,24.0,83
51090,US,Riesling,9.0,87
51091,US,Syrah,36.0,87
51092,US,Merlot,16.0,87
51093,US,Zinfandel,36.0,87
51094,US,Zinfandel,19.0,87
51096,South Africa,Sauvignon Blanc,11.0,87
51097,US,Cabernet Franc,30.0,87
51098,US,Carmenère,34.0,87
51099,US,Sauvignon Blanc,29.0,87
51102,New Zealand,Sauvignon Blanc,13.0,87
51105,Italy,White Blend,21.0,87
51106,US,Chardonnay,19.0,87
51107,Germany,Riesling,21.0,87
51108,Chile,Sauvignon Blanc,16.0,87
51109,US,Syrah,12.0,87
51110,South Africa,Sauvignon Blanc,10.0,87
51112,New Zealand,Pinot Noir,20.0,87
51113,Germany,Riesling,46.0,87
51114,US,Chardonnay,19.0,87
51115,US,Sauvignon Blanc,19.0,87
51117,US,Gewürztraminer,18.0,87
51121,South Africa,Rosé,23.0,85
51122,Portugal,Portuguese White,8.0,85
51123,Greece,Red Blend,25.0,85
51124,France,Cabernet Franc,21.0,85
51126,US,Zinfandel,28.0,85
51127,US,Cabernet Sauvignon,50.0,85
51128,France,Sauvignon Blanc,20.0,85
51129,US,Chardonnay,25.0,85
51130,Argentina,Cabernet Sauvignon,18.0,85
51131,Spain,Tempranillo,20.0,85
51132,US,Pinot Gris,20.0,85
51133,US,Sauvignon Blanc,14.0,85
51134,Argentina,White Blend,30.0,85
51136,Argentina,Malbec,10.0,85
51138,US,Red Blend,25.0,85
51139,US,Syrah,20.0,85
51140,US,Chardonnay,30.0,85
51141,US,Pinot Noir,42.0,85
51145,US,Barbera,19.0,87
51146,US,Chardonnay,20.0,87
51149,Chile,Cabernet Sauvignon,10.0,87
51150,Chile,Sauvignon Blanc,15.0,87
51151,France,Rosé,15.0,87
51154,Chile,Cabernet Sauvignon,10.0,87
51159,US,Zinfandel,15.0,87
51160,Chile,Syrah,50.0,87
51162,France,Chardonnay,25.0,87
51163,US,Merlot,29.0,87
51164,France,Pinot Noir,50.0,87
51165,Germany,Riesling,15.0,87
51166,Spain,Tempranillo,13.0,87
51168,US,Merlot,13.0,87
51171,Chile,Cabernet Sauvignon,13.0,87
51173,US,Cabernet Sauvignon,90.0,90
51174,US,Cabernet Sauvignon,25.0,90
51175,US,Merlot,22.0,90
51176,US,Grenache,35.0,90
51177,US,Cabernet Sauvignon,30.0,90
51178,US,Pinot Noir,58.0,90
51179,US,Merlot,28.0,90
51181,US,Pinot Noir,35.0,90
51183,US,Chardonnay,25.0,90
51184,US,Riesling,22.0,90
51188,US,Grenache,35.0,90
51189,France,Champagne Blend,145.0,90
51190,US,Pinot Noir,45.0,90
51191,US,Chardonnay,36.0,90
51193,Argentina,Malbec,19.0,85
51194,Portugal,Portuguese White,13.0,85
51196,France,Cabernet Franc,20.0,85
51197,US,Red Blend,18.0,85
51198,US,Rosé,10.0,85
51199,France,Sauvignon Blanc,19.0,85
51201,US,Pinot Noir,25.0,85
51203,France,Chardonnay,23.0,85
51204,US,White Blend,23.0,85
51206,US,Cabernet Sauvignon,32.0,85
51207,US,Syrah,23.0,85
51208,Argentina,Malbec,20.0,85
51210,US,Chardonnay,39.0,85
51212,US,Petite Sirah,32.0,85
51215,Portugal,Portuguese White,10.0,85
51216,US,Red Blend,42.0,85
51217,US,Pinot Noir,25.0,85
51218,US,Chardonnay,16.0,85
51219,Spain,Chardonnay,15.0,84
51221,Spain,White Blend,12.0,84
51222,France,Sauvignon Blanc,14.0,84
51227,Chile,Cabernet Franc,19.0,84
51228,US,Tempranillo,29.0,84
51229,US,Chardonnay,14.0,84
51230,Chile,Sauvignon Blanc,25.0,84
51231,US,Merlot,16.0,84
51232,US,Chardonnay,18.0,84
51233,US,White Blend,18.0,83
51234,Spain,Chardonnay,12.0,83
51235,Chile,Cabernet Sauvignon,10.0,83
51237,Spain,Red Blend,10.0,83
51238,US,Red Blend,9.0,83
51239,US,Riesling,8.0,83
51241,US,Syrah,34.0,83
51242,US,Pinot Noir,28.0,83
51243,France,Rosé,25.0,83
51246,Argentina,Pinot Noir,25.0,83
51247,US,Pinot Noir,25.0,83
51248,US,Chardonnay,20.0,83
51249,US,Chardonnay,11.0,83
51250,US,Pinot Noir,10.0,83
51251,US,Zinfandel,7.0,83
51252,US,Cabernet Sauvignon,25.0,83
51253,US,Chardonnay,40.0,90
51254,US,Cabernet Sauvignon,40.0,90
51255,Italy,Nebbiolo,60.0,90
51257,US,Chardonnay,42.0,90
51258,Chile,Bordeaux-style Red Blend,25.0,90
51259,US,Cabernet Sauvignon,85.0,90
51260,US,Red Blend,19.0,90
51262,US,Pinot Noir,38.0,90
51266,US,Cabernet Sauvignon,28.0,90
51267,Australia,Cabernet Sauvignon,20.0,90
51271,Italy,Nebbiolo,48.0,90
51272,Italy,Nebbiolo,70.0,90
51273,Italy,Nebbiolo,50.0,90
51276,Austria,Riesling,34.0,90
51277,Austria,Grüner Veltliner,34.0,90
51278,Austria,Pinot Noir,25.0,90
51279,US,Bordeaux-style Red Blend,32.0,90
51282,Italy,Nebbiolo,50.0,90
51286,Spain,Tempranillo,9.0,86
51287,US,Chardonnay,18.0,86
51288,France,Rhône-style Red Blend,13.0,86
51289,France,Bordeaux-style Red Blend,24.0,86
51290,France,Bordeaux-style Red Blend,18.0,86
51291,France,Bordeaux-style Red Blend,12.0,86
51292,France,Bordeaux-style Red Blend,10.0,86
51293,France,Bordeaux-style Red Blend,17.0,86
51294,US,Viognier,19.0,86
51295,US,Bordeaux-style Red Blend,46.0,86
51297,France,Rosé,15.0,86
51298,US,Red Blend,16.0,86
51299,Austria,Rosé,10.0,86
51301,US,Rosé,15.0,86
51303,France,Rosé,11.0,86
51304,US,Sauvignon Blanc,25.0,86
51305,US,Chardonnay,21.0,86
51310,France,Rosé,15.0,85
51311,US,Sauvignon Blanc,15.0,85
51312,France,Bordeaux-style Red Blend,12.0,85
51313,US,Pinot Noir,45.0,90
51314,France,Pinot Noir,57.0,90
51315,Australia,Cabernet Sauvignon,50.0,90
51316,US,Cabernet Sauvignon,65.0,90
51317,US,Chardonnay,40.0,90
51320,US,Cabernet Sauvignon,50.0,90
51322,US,Zinfandel,24.0,90
51326,France,Pinot Noir,85.0,90
51327,South Africa,Cabernet Sauvignon,45.0,90
51328,US,Pinot Gris,12.0,90
51329,US,Cabernet Sauvignon,38.0,89
51330,US,Syrah,38.0,89
51331,US,Chardonnay,12.0,89
51332,Australia,Cabernet Sauvignon,35.0,89
51333,US,Sauvignon Blanc,11.0,89
51334,Austria,Riesling,27.0,89
51338,US,Red Blend,75.0,94
51339,US,Pinot Noir,48.0,94
51340,France,Chardonnay,193.0,94
51341,France,Chardonnay,75.0,94
51342,US,Chardonnay,60.0,94
51343,US,Pinot Noir,50.0,94
51344,US,Grenache,75.0,94
51345,US,Grenache,120.0,94
51346,US,Pinot Noir,62.0,94
51347,US,Pinot Noir,55.0,94
51351,South Africa,Syrah,40.0,94
51352,France,Chardonnay,125.0,94
51353,France,Sauvignon Blanc,55.0,94
51354,US,Chardonnay,55.0,94
51355,Italy,Red Blend,85.0,94
51356,France,Pinot Noir,139.0,94
51357,France,Pinot Noir,100.0,94
51358,France,Pinot Noir,86.0,94
51359,France,Pinot Noir,104.0,94
51360,France,Pinot Noir,145.0,94
51361,US,Riesling,30.0,94
51362,US,Syrah,165.0,94
51363,France,Chardonnay,90.0,94
51364,US,Chardonnay,55.0,94
51365,France,Pinot Noir,100.0,94
51366,US,Pinot Noir,64.0,94
51367,France,Sauvignon Blanc,60.0,94
51368,US,Cabernet Sauvignon,100.0,95
51369,US,Sparkling Blend,70.0,95
51370,US,Chardonnay,55.0,95
51371,US,Chardonnay,30.0,95
51372,US,Chardonnay,30.0,95
51373,US,Cabernet Sauvignon,100.0,95
51374,US,Pinot Noir,52.0,95
51375,US,Red Blend,35.0,94
51376,US,Cabernet Sauvignon,150.0,94
51377,US,Sparkling Blend,70.0,94
51378,US,Pinot Noir,54.0,94
51379,US,Cabernet Sauvignon,70.0,94
51380,US,Chardonnay,35.0,94
51382,US,Cabernet Sauvignon,125.0,94
51383,US,Cabernet Sauvignon,85.0,94
51384,US,Cabernet Sauvignon,40.0,94
51386,US,Petite Sirah,40.0,94
51387,US,Bordeaux-style Red Blend,65.0,94
51388,Chile,Red Blend,92.0,94
51389,Australia,Riesling,19.0,94
51391,US,Cabernet Sauvignon,16.0,85
51392,US,Pinot Noir,35.0,85
51394,US,Pinot Grigio,10.0,85
51395,US,Sauvignon Blanc,20.0,85
51396,US,Pinot Grigio,20.0,85
51397,US,Merlot,16.0,85
51398,US,Bordeaux-style Red Blend,34.0,85
51400,Italy,Sparkling Blend,15.0,85
51402,France,Bordeaux-style Red Blend,10.0,85
51405,US,Cabernet Sauvignon,175.0,85
51406,US,Chardonnay,20.0,85
51407,Israel,Cabernet Sauvignon,10.0,85
51408,France,Merlot,18.0,85
51409,France,Merlot,19.0,85
51410,US,Pinot Noir,42.0,85
51411,France,Bordeaux-style White Blend,9.0,85
51412,France,Bordeaux-style Red Blend,9.0,85
51413,France,Bordeaux-style Red Blend,30.0,85
51416,Chile,Merlot,10.0,85
51417,US,Grenache,30.0,85
51418,US,Chardonnay,38.0,85
51419,US,Zinfandel,36.0,85
51420,Italy,Nebbiolo,30.0,85
51422,US,Cabernet Sauvignon,20.0,88
51424,Italy,Sangiovese,90.0,88
51425,Italy,Sangiovese,22.0,88
51426,US,Syrah,15.0,88
51427,US,Pinot Noir,20.0,88
51428,Italy,Sangiovese,40.0,88
51429,US,Cabernet Sauvignon,60.0,88
51430,France,Chardonnay,37.0,88
51431,France,Pinot Noir,18.0,88
51432,France,Sauvignon Blanc,24.0,88
51433,France,Sauvignon Blanc,17.0,88
51434,France,Rosé,23.0,88
51435,France,Pinot Noir,23.0,88
51436,France,Sauvignon Blanc,26.0,88
51437,France,Rosé,22.0,88
51438,France,Sauvignon Blanc,17.0,88
51439,France,Sauvignon Blanc,23.0,88
51440,US,Bordeaux-style Red Blend,53.0,88
51441,US,Merlot,39.0,88
51442,US,Red Blend,27.0,88
51443,Spain,Tempranillo Blend,15.0,88
51444,France,Sauvignon Blanc,22.0,88
51445,Canada,Chardonnay,24.0,88
51447,US,Zinfandel,36.0,88
51448,US,Riesling,20.0,88
51449,US,Cabernet Sauvignon,16.0,88
51450,Italy,Sangiovese,34.0,88
51452,Portugal,Portuguese Red,10.0,84
51453,France,Bordeaux-style Red Blend,35.0,84
51454,France,Bordeaux-style Red Blend,20.0,84
51455,US,Pinot Noir,15.0,84
51456,Portugal,Portuguese White,18.0,84
51457,France,Bordeaux-style Red Blend,50.0,84
51463,Portugal,Portuguese Red,10.0,84
51464,Australia,Shiraz,14.0,84
51465,US,Merlot,42.0,84
51467,France,Bordeaux-style Red Blend,34.0,83
51468,US,Merlot,34.0,83
51470,Italy,Red Blend,15.0,83
51471,US,Nebbiolo,30.0,83
51475,US,Bordeaux-style Red Blend,70.0,83
51476,Portugal,Portuguese Red,10.0,83
51478,US,Cabernet Sauvignon,80.0,83
51479,Australia,Grenache,49.0,91
51481,France,Sauvignon Blanc,25.0,91
51482,US,Cabernet Sauvignon,98.0,91
51484,US,Rosé,22.0,91
51485,US,Petite Sirah,45.0,91
51486,US,Pinot Noir,44.0,91
51487,US,Sauvignon Blanc,20.0,91
51489,France,Sauvignon Blanc,30.0,91
51490,US,Pinot Noir,49.0,91
51491,US,Cabernet Sauvignon,48.0,91
51492,Italy,Nebbiolo,110.0,91
51493,France,Bordeaux-style White Blend,25.0,91
51495,Spain,Tempranillo Blend,25.0,91
51496,US,Pinot Noir,35.0,91
51497,Australia,Cabernet Sauvignon,50.0,91
51498,US,Viognier,20.0,91
51499,US,Cabernet Sauvignon,25.0,85
51500,Italy,Pinot Grigio,17.0,85
51501,US,Chardonnay,28.0,85
51502,US,Cabernet Sauvignon,28.0,85
51503,US,Cabernet Sauvignon,39.0,85
51504,US,Merlot,11.0,85
51506,US,Zinfandel,24.0,85
51507,US,Cabernet Sauvignon,18.0,85
51508,Portugal,Portuguese White,7.0,85
51509,US,Cabernet Sauvignon,18.0,85
51510,Argentina,Cabernet Sauvignon,12.0,85
51511,US,Chardonnay,14.0,85
51512,US,Pinot Noir,17.0,85
51513,US,Sauvignon Blanc,20.0,85
51514,US,Chardonnay,5.0,85
51515,Argentina,Malbec,10.0,85
51516,Argentina,Barbera,18.0,85
51519,Spain,Tempranillo Blend,11.0,84
51520,Italy,Rosé,10.0,84
51521,Spain,Tempranillo,15.0,84
51522,Spain,Bordeaux-style Red Blend,30.0,84
51523,US,Viognier,15.0,86
51524,Spain,Tempranillo,28.0,86
51525,Australia,Pinot Grigio,10.0,86
51526,Greece,Red Blend,23.0,86
51527,Spain,Tempranillo,18.0,86
51528,Australia,Riesling,20.0,86
51529,US,Cabernet Sauvignon,8.0,86
51530,South Africa,Sauvignon Blanc,8.0,86
51531,US,Merlot,35.0,86
51532,US,Pinot Noir,29.0,86
51533,US,Pinot Gris,18.0,86
51534,US,Merlot,26.0,86
51535,US,Sangiovese,28.0,86
51536,US,Sauvignon Blanc,30.0,86
51537,France,Cabernet Franc,13.0,86
51538,Italy,Sangiovese Grosso,15.0,86
51544,US,Viognier,25.0,91
51545,US,Pinot Gris,22.0,91
51546,Austria,Grüner Veltliner,30.0,91
51547,US,Pinot Noir,42.0,91
51548,US,Petite Sirah,30.0,91
51549,Spain,Red Blend,105.0,90
51550,US,Pinot Noir,40.0,90
51551,Spain,Red Blend,34.0,90
51552,Austria,Riesling,25.0,90
51553,France,Syrah,30.0,90
51555,US,Pinot Noir,48.0,90
51556,Austria,Riesling,30.0,90
51557,US,Chardonnay,45.0,90
51558,Spain,Tempranillo,65.0,90
51560,Austria,Grüner Veltliner,26.0,90
51562,France,Syrah,120.0,90
51563,Austria,Grüner Veltliner,28.0,90
51564,France,Gamay,15.0,90
51565,US,Chardonnay,39.0,90
51566,US,Sauvignon Blanc,14.0,90
51567,US,Sauvignon Blanc,27.0,90
51570,Argentina,Malbec,80.0,90
51571,Italy,White Blend,44.0,90
51572,US,Cabernet Sauvignon,37.0,90
51573,US,Viognier,35.0,90
51574,US,Cabernet Franc,45.0,90
51575,US,Syrah,55.0,90
51576,Argentina,Malbec,24.0,90
51578,France,Grenache,28.0,90
51580,Italy,Red Blend,31.0,90
51582,Italy,Nebbiolo,40.0,90
51586,US,Chardonnay,29.0,90
51587,Italy,Pinot Grigio,25.0,90
51589,US,Chardonnay,35.0,90
51590,Spain,Red Blend,52.0,90
51591,US,Rosé,25.0,90
51592,Austria,Riesling,18.0,90
51593,US,Cabernet Sauvignon,35.0,90
51594,US,Chardonnay,30.0,90
51595,US,Viognier,32.0,90
51596,Italy,Nebbiolo,50.0,88
51597,US,Syrah,100.0,88
51598,US,Chardonnay,25.0,88
51599,Argentina,Pinot Noir,17.0,88
51600,New Zealand,Sauvignon Blanc,20.0,88
51602,US,Chardonnay,45.0,88
51603,US,Zinfandel,42.0,88
51605,Portugal,Portuguese White,25.0,88
51606,Portugal,Portuguese Red,12.0,88
51607,Portugal,Portuguese Red,20.0,88
51608,Portugal,Portuguese Red,20.0,88
51609,US,Pinot Noir,18.0,88
51610,Portugal,Portuguese Red,11.0,88
51611,US,Pinot Noir,20.0,88
51613,Portugal,Chardonnay,13.0,88
51614,France,Sauvignon Blanc,19.0,88
51615,France,Rosé,20.0,88
51617,France,Sauvignon Blanc,30.0,88
51618,France,Sauvignon Blanc,19.0,88
51620,Portugal,Portuguese Red,22.0,88
51622,Italy,Nebbiolo,75.0,88
51623,France,Sauvignon Blanc,25.0,88
51624,France,Chardonnay,39.0,93
51625,Chile,Red Blend,75.0,93
51627,US,Pinot Noir,55.0,93
51628,France,Champagne Blend,139.0,93
51629,US,Pinot Noir,48.0,93
51631,Portugal,Portuguese Red,60.0,93
51632,France,Champagne Blend,125.0,93
51634,US,Pinot Noir,55.0,93
51635,US,Chardonnay,38.0,93
51636,US,Cabernet Sauvignon,65.0,93
51638,Chile,Syrah,40.0,93
51639,Portugal,Portuguese White,26.0,93
51640,France,Chardonnay,40.0,93
51641,US,Syrah,48.0,93
51642,Germany,Riesling,48.0,93
51643,US,Pinot Noir,75.0,93
51644,France,Champagne Blend,69.0,93
51645,US,Sauvignon Blanc,55.0,93
51646,France,Champagne Blend,84.0,93
51647,US,Syrah,21.0,93
51648,US,Cabernet Sauvignon,75.0,93
51649,US,Pinot Noir,60.0,93
51650,US,Pinot Noir,55.0,93
51651,US,Bordeaux-style Red Blend,48.0,93
51652,France,Champagne Blend,80.0,93
51653,US,Viognier,23.0,93
51662,US,Syrah,40.0,89
51663,Austria,Grüner Veltliner,15.0,89
51664,Austria,Riesling,20.0,89
51665,US,Sparkling Blend,37.0,89
51667,Spain,White Blend,15.0,89
51668,Italy,Red Blend,24.0,89
51670,US,Zinfandel,22.0,89
51672,Austria,Grüner Veltliner,30.0,89
51674,US,Cabernet Sauvignon,30.0,89
51675,Spain,Tempranillo,18.0,89
51676,US,Sauvignon Blanc,26.0,89
51677,US,Cabernet Sauvignon,50.0,89
51678,Spain,Tempranillo Blend,27.0,89
51679,US,Chardonnay,27.0,89
51680,US,Pinot Noir,45.0,89
51681,US,Merlot,18.0,89
51682,US,Pinot Noir,32.0,89
51684,US,Rosé,18.0,86
51685,US,Pinot Gris,22.0,86
51686,US,Viognier,30.0,86
51688,Italy,Red Blend,25.0,86
51689,US,Gewürztraminer,10.0,86
51690,France,Bordeaux-style Red Blend,13.0,86
51691,France,Bordeaux-style Red Blend,13.0,86
51693,France,Bordeaux-style Red Blend,14.0,86
51694,France,Bordeaux-style Red Blend,30.0,86
51695,France,Bordeaux-style Red Blend,26.0,86
51696,Italy,White Blend,20.0,86
51697,Austria,Grüner Veltliner,13.0,86
51698,Germany,Riesling,46.0,86
51699,Spain,Red Blend,19.0,86
51700,US,Petite Sirah,29.0,86
51701,Austria,Grüner Veltliner,24.0,86
51702,US,Cabernet Sauvignon,25.0,86
51703,Germany,Riesling,12.0,86
51705,France,Bordeaux-style Red Blend,13.0,86
51706,US,Pinot Noir,30.0,86
51707,Italy,Pinot Grigio,15.0,86
51708,US,Viognier,20.0,86
51709,US,Zinfandel,26.0,86
51710,US,Pinot Noir,20.0,86
51711,Italy,Red Blend,20.0,86
51715,US,Cabernet Sauvignon,95.0,92
51716,US,Cabernet Sauvignon,41.0,92
51717,US,Merlot,85.0,92
51718,US,Cabernet Sauvignon,80.0,92
51719,US,Pinot Noir,42.0,92
51722,US,Bordeaux-style White Blend,65.0,92
51724,US,Pinot Noir,55.0,92
51725,Italy,Nebbiolo,60.0,92
51726,US,Chardonnay,28.0,92
51727,Italy,Nebbiolo,80.0,92
51728,US,Grenache,40.0,92
51729,Austria,Riesling,31.0,92
51730,Italy,Nebbiolo,52.0,92
51731,Italy,Nebbiolo,60.0,92
51732,France,Bordeaux-style Red Blend,23.0,92
51733,France,Bordeaux-style Red Blend,75.0,92
51734,US,Pinot Noir,32.0,92
51735,France,Viognier,68.0,92
51736,Austria,Grüner Veltliner,36.0,92
51737,US,Petite Sirah,30.0,92
51738,US,Chardonnay,37.0,92
51739,Italy,Nebbiolo,54.0,92
51740,Austria,Grüner Veltliner,17.0,92
51741,US,Syrah,30.0,92
51742,US,Bordeaux-style Red Blend,60.0,92
51743,US,Cabernet Sauvignon,60.0,92
51744,US,Cabernet Sauvignon,25.0,90
51745,US,Cabernet Sauvignon,32.0,90
51747,US,Cabernet Sauvignon,56.0,90
51748,US,Cabernet Sauvignon,50.0,90
51749,France,Chardonnay,105.0,90
51751,France,Chardonnay,55.0,90
51752,US,Rhône-style Red Blend,20.0,90
51755,US,Pinot Noir,30.0,90
51756,France,Pinot Noir,50.0,90
51757,France,Pinot Noir,55.0,90
51758,France,Pinot Noir,95.0,90
51759,US,Pinot Noir,29.0,90
51760,US,Syrah,35.0,90
51761,Italy,Sangiovese,32.0,90
51762,US,Cabernet Sauvignon,40.0,90
51763,US,Zinfandel,37.0,90
51764,US,Riesling,40.0,90
51766,US,Rhône-style Red Blend,32.0,90
51773,Italy,Barbera,55.0,87
51774,New Zealand,Sauvignon Blanc,11.0,87
51775,France,White Blend,11.0,87
51776,US,Pinot Noir,18.0,87
51778,US,Chardonnay,28.0,87
51780,New Zealand,Sauvignon Blanc,15.0,87
51781,New Zealand,Sauvignon Blanc,12.0,87
51784,New Zealand,Sauvignon Blanc,17.0,87
51785,US,Merlot,28.0,87
51786,US,Sauvignon Blanc,8.0,87
51787,Italy,Barbera,18.0,87
51788,New Zealand,Sauvignon Blanc,14.0,87
51789,Chile,Cabernet Sauvignon,13.0,87
51790,US,Chardonnay,29.0,86
51793,US,Sangiovese,56.0,86
51795,France,Grenache,15.0,86
51798,France,Sauvignon Blanc,27.0,86
51800,France,Red Blend,20.0,86
51801,France,Sauvignon Blanc,28.0,86
51802,US,Chardonnay,14.0,86
51803,US,Cabernet Sauvignon,15.0,86
51806,Spain,Sparkling Blend,15.0,86
51807,US,Chardonnay,35.0,86
51808,US,Cabernet Sauvignon,40.0,86
51809,France,Sauvignon Blanc,25.0,86
51810,France,Sauvignon Blanc,25.0,86
51811,Italy,Red Blend,21.0,86
51812,US,Malbec,33.0,86
51813,US,Chardonnay,20.0,86
51814,US,Malbec,25.0,86
51815,US,Chardonnay,18.0,86
51816,France,Rosé,24.0,86
51817,Spain,Red Blend,15.0,86
51818,France,Sauvignon Blanc,20.0,85
51819,Spain,Tempranillo,10.0,85
51820,Canada,Pinot Noir,40.0,89
51823,Italy,Sangiovese,60.0,89
51824,France,Sauvignon Blanc,25.0,89
51825,US,Bordeaux-style Red Blend,36.0,89
51826,US,Merlot,20.0,89
51828,US,Riesling,14.0,89
51829,US,Chardonnay,24.0,89
51830,US,Chardonnay,40.0,89
51831,US,Chardonnay,45.0,89
51833,US,Riesling,16.0,89
51834,Italy,Red Blend,30.0,89
51835,US,Cabernet Sauvignon,50.0,89
51836,Spain,Sparkling Blend,30.0,89
51837,Italy,Red Blend,19.0,89
51838,US,Zinfandel,22.0,89
51839,US,Red Blend,54.0,89
51840,Spain,Tempranillo,25.0,89
51843,US,Viognier,24.0,89
51845,Italy,Red Blend,15.0,89
51846,Italy,Sangiovese,14.0,89
51847,France,Pinot Noir,25.0,89
51848,Italy,Red Blend,49.0,89
51849,Italy,Cabernet Sauvignon,15.0,89
51851,US,Pinot Noir,65.0,93
51852,France,Pinot Gris,38.0,93
51853,Israel,Red Blend,40.0,93
51854,Italy,Red Blend,40.0,93
51856,US,Pinot Noir,40.0,93
51857,US,Pinot Noir,100.0,93
51858,US,Zinfandel,32.0,93
51859,France,Gewürztraminer,59.0,93
51861,US,Pinot Noir,55.0,93
51862,US,Sauvignon Blanc,34.0,93
51863,Argentina,Malbec,40.0,93
51864,US,Chardonnay,45.0,93
51865,France,Pinot Gris,42.0,93
51866,US,Pinot Noir,48.0,93
51869,Israel,Petite Sirah,25.0,93
51870,New Zealand,Chardonnay,51.0,93
51871,France,Pinot Gris,40.0,93
51872,US,Chardonnay,33.0,93
51873,Spain,Tempranillo Blend,195.0,93
51875,US,Pinot Noir,70.0,93
51876,US,Cabernet Sauvignon,110.0,93
51877,Argentina,Malbec,65.0,93
51878,Italy,Red Blend,40.0,93
51879,Italy,Red Blend,29.0,94
51880,Italy,Red Blend,32.0,94
51881,France,Riesling,50.0,94
51884,Spain,Tempranillo,127.0,94
51885,US,Pinot Noir,54.0,94
51886,US,Malbec,75.0,94
51888,US,Cabernet Sauvignon,130.0,94
51889,Portugal,Portuguese Red,50.0,94
51890,US,White Blend,50.0,94
51891,US,Cabernet Sauvignon,115.0,94
51892,US,Pinot Noir,54.0,94
51893,US,Syrah,100.0,94
51894,France,Sauvignon Blanc,45.0,93
51895,US,Pinot Noir,48.0,93
51896,US,Chardonnay,39.0,93
51897,Spain,Tempranillo,110.0,93
51899,Italy,Sangiovese,48.0,93
51900,Portugal,Portuguese Red,40.0,93
51902,Spain,Tempranillo,60.0,93
51903,US,Pinot Noir,44.0,93
51909,US,Riesling,18.0,88
51910,US,Sangiovese,22.0,88
51911,US,Sauvignon Blanc,17.0,88
51912,US,Pinot Gris,16.0,88
51913,US,Syrah,25.0,88
51915,US,Red Blend,50.0,88
51916,US,Cabernet Sauvignon,55.0,88
51917,Chile,Chardonnay,15.0,88
51918,US,Sauvignon Blanc,22.0,88
51919,US,Cabernet Sauvignon,25.0,88
51920,US,Chardonnay,28.0,88
51921,US,Chardonnay,25.0,88
51923,US,Cabernet Franc,45.0,88
51924,US,Bordeaux-style Red Blend,16.0,88
51925,Portugal,Portuguese Red,18.0,88
51926,France,Riesling,11.0,88
51928,US,Red Blend,17.0,88
51930,US,Syrah,50.0,92
51931,US,Syrah,70.0,92
51932,US,Riesling,15.0,92
51933,US,Bordeaux-style Red Blend,92.0,92
51934,US,Red Blend,48.0,92
51935,US,Merlot,60.0,92
51936,Greece,Merlot,59.0,92
51937,France,Riesling,45.0,92
51938,France,White Blend,35.0,92
51939,US,Pinot Noir,58.0,92
